failure_id,plant_id,failure_type,outage_hours,financial_loss_usd,failure_date
5083,193,Transformer Failure,34.95,177591.39,2023-04-08
5084,77,Transformer Failure,42.06,201930.03,2023-06-16
5085,169,Voltage Drop,16.52,163153.63,2023-07-10
5086,126,Overheating,8.15,108791.45,2023-10-06
5087,1,Transformer Failure,10.56,383323.16,2023-12-17
5088,50,Transformer Failure,24.13,254198.75,2023-02-08
5089,198,Voltage Drop,24.3,394564.18,2024-11-16
5090,24,Transformer Failure,2.44,58289.48,2023-04-05
5091,192,Voltage Drop,34.5,274911.34,2024-12-05
5092,17,Grid Instability,24.37,15879.07,2023-01-10
5093,78,Grid Instability,15.87,431228.52,2023-11-04
5094,132,Grid Instability,14.05,311125.79,2023-06-18
5095,49,Transformer Failure,13.93,39267.13,2023-02-23
5096,51,Grid Instability,45.07,145346.28,2023-04-29
5097,47,Voltage Drop,24.22,114673.07,2024-02-21
5098,18,Overheating,9.83,213302.28,2023-12-21
5099,187,Overheating,2.94,181294.23,2024-06-06
5100,188,Voltage Drop,3.63,176994.31,2023-03-20
5101,78,Grid Instability,36.17,350825.94,2023-12-30
5102,70,Overheating,12.59,73736.25,2024-06-09
5103,64,Grid Instability,16.61,120925.25,2023-06-01
5104,117,Overheating,12.67,243438.79,2024-01-03
5105,69,Transformer Failure,45.68,265842.68,2023-05-13
5106,125,Voltage Drop,1.69,274074.96,2024-12-26
5107,172,Voltage Drop,22.73,423461.04,2023-06-10
5108,48,Grid Instability,7.54,308754.49,2023-05-01
5109,34,Transformer Failure,43.85,287520.01,2024-06-22
5110,86,Voltage Drop,36.74,165461.72,2023-07-11
5111,79,Grid Instability,18.46,8461.72,2024-06-24
5112,53,Transformer Failure,23.5,364826.39,2024-06-01
5113,51,Overheating,2.26,243969.09,2024-06-11
5114,43,Grid Instability,10.89,263663.07,2024-09-29
5115,124,Voltage Drop,25.95,126167.39,2023-06-01
5116,185,Grid Instability,30.92,338206.12,2024-03-19
5117,111,Grid Instability,30.36,319112.46,2024-01-11
5118,193,Transformer Failure,28.16,303944.81,2024-03-11
5119,94,Overheating,14.65,491147.25,2023-08-20
5120,173,Voltage Drop,13.18,400688.11,2023-08-03
5121,87,Transformer Failure,31.88,482871.22,2023-07-31
5122,72,Grid Instability,6.55,270761.38,2023-10-20
5123,5,Overheating,32.62,281301.29,2024-09-23
5124,82,Voltage Drop,15.38,59287.47,2023-06-19
5125,66,Voltage Drop,37.01,173890.3,2024-12-08
5126,98,Transformer Failure,7.46,458140.55,2024-04-28
5127,39,Transformer Failure,10.7,191763.67,2024-11-26
5128,111,Voltage Drop,41.56,12720.93,2023-09-18
5129,119,Overheating,6.09,307656.66,2024-11-13
5130,2,Voltage Drop,24.4,493264.2,2023-12-02
5131,157,Overheating,11.17,117933.33,2024-03-25
5132,72,Transformer Failure,21.11,288876.54,2023-07-13
5133,102,Voltage Drop,33.38,3475.85,2023-08-27
5134,63,Grid Instability,17.04,178584.17,2023-11-28
5135,153,Grid Instability,4.55,445614.63,2024-03-11
5136,159,Transformer Failure,40.39,431706.13,2023-03-31
5137,103,Overheating,28.41,420510.37,2023-07-17
5138,143,Overheating,33.94,15039.2,2023-01-23
5139,153,Voltage Drop,46.94,67046.85,2023-06-06
5140,135,Overheating,38.19,167560.74,2024-09-29
5141,87,Voltage Drop,1.31,146954.34,2023-10-19
5142,184,Transformer Failure,23.35,471508.56,2024-11-17
5143,74,Transformer Failure,12.02,412763.66,2024-05-12
5144,12,Transformer Failure,33.87,83052.62,2024-03-14
5145,191,Overheating,47.31,442813.27,2023-09-07
5146,46,Voltage Drop,10.9,380603.64,2024-06-26
5147,164,Transformer Failure,43.88,199029.26,2024-04-20
5148,125,Voltage Drop,14.79,436671.33,2024-10-29
5149,146,Overheating,37.6,247619.16,2023-03-20
5150,125,Transformer Failure,6.01,37464.81,2024-05-01
5151,18,Grid Instability,42.23,225777.9,2023-11-02
5152,74,Voltage Drop,34.42,161091.13,2024-11-18
5153,10,Transformer Failure,5.99,463547.58,2023-01-23
5154,139,Transformer Failure,14.7,395552.28,2024-02-04
5155,100,Grid Instability,21.41,29966.91,2024-04-26
5156,72,Overheating,21.07,149224.99,2023-06-12
5157,33,Grid Instability,29.25,203785.9,2023-01-31
5158,22,Grid Instability,20.96,170594.66,2024-06-12
5159,155,Transformer Failure,34.44,114312.04,2023-10-04
5160,29,Voltage Drop,39.84,389023.38,2024-10-13
5161,33,Grid Instability,28.15,289076.26,2024-05-10
5162,145,Voltage Drop,14.79,499192.48,2023-12-27
5163,141,Overheating,40.02,181856.78,2023-10-08
5164,96,Overheating,31.14,497495.02,2023-05-03
5165,66,Voltage Drop,32.58,223639.02,2024-10-09
5166,108,Transformer Failure,47.91,303356.2,2023-12-17
5167,56,Voltage Drop,43.47,493634.84,2023-09-11
5168,86,Transformer Failure,16.62,80380.28,2024-04-03
5169,94,Grid Instability,13.88,83225.22,2023-12-19
5170,60,Overheating,12.58,283014.62,2023-07-22
5171,4,Grid Instability,6.82,430925.56,2024-01-29
5172,148,Transformer Failure,14.35,162729.77,2024-11-30
5173,43,Grid Instability,5.58,352229.96,2023-11-07
5174,92,Transformer Failure,26.31,158248.86,2024-08-21
5175,101,Overheating,21.85,19440.87,2023-12-11
5176,50,Transformer Failure,6.87,313497.01,2023-04-29
5177,154,Grid Instability,16.85,194808.67,2023-04-07
5178,163,Transformer Failure,12.53,299751.57,2024-02-21
5179,10,Overheating,12.03,234305.14,2023-08-15
5180,134,Voltage Drop,7.84,91136.9,2024-03-20
5181,2,Overheating,16.81,371587.85,2023-12-10
5182,112,Overheating,28.64,297844.52,2023-01-26
5183,179,Grid Instability,38.52,310343.25,2024-12-02
5184,144,Voltage Drop,36,354480.36,2023-03-28
5185,144,Overheating,39.15,306896.58,2024-08-06
5186,107,Overheating,31.85,314713.18,2024-09-10
5187,109,Transformer Failure,45.39,444911.86,2023-03-07
5188,130,Overheating,2.02,358204.72,2024-12-23
5189,38,Grid Instability,7.4,231807.81,2023-07-09
5190,188,Grid Instability,45.83,272266.57,2024-09-30
5191,115,Transformer Failure,5.24,480514.08,2024-08-01
5192,61,Transformer Failure,33.55,423375.62,2024-01-10
5193,86,Overheating,26.88,141614.54,2023-07-22
5194,178,Grid Instability,40.58,18862.11,2023-01-11
5195,73,Voltage Drop,15.09,40904.56,2024-02-28
5196,167,Overheating,22.39,485321.13,2023-04-07
5197,131,Grid Instability,9.11,142012.67,2024-12-14
5198,72,Voltage Drop,13.55,382786.43,2023-07-21
5199,151,Voltage Drop,17.48,165564.46,2023-02-15
5200,83,Grid Instability,7.6,54658.16,2023-08-14
5201,171,Voltage Drop,18.19,340892.48,2023-02-18
5202,182,Transformer Failure,22.93,438262.36,2023-01-02
5203,4,Transformer Failure,41.31,65820.66,2024-08-09
5204,92,Grid Instability,19.73,241561.35,2023-08-23
5205,65,Transformer Failure,40.87,102876.75,2023-02-28
5206,181,Overheating,17.81,60571.32,2023-02-20
5207,55,Transformer Failure,4.69,364894.29,2024-12-15
5208,114,Grid Instability,27.86,376963.94,2023-07-19
5209,189,Transformer Failure,1.33,394211.96,2023-03-05
5210,96,Grid Instability,33.02,314721.58,2023-09-01
5211,15,Grid Instability,15.54,393287.86,2023-10-20
5212,107,Grid Instability,46.87,249934.81,2023-07-16
5213,189,Voltage Drop,36.06,487358.13,2024-03-11
5214,166,Overheating,10.64,219894.28,2024-07-09
5215,86,Voltage Drop,13.17,373841.43,2024-05-28
5216,69,Transformer Failure,36.75,230622.81,2024-06-06
5217,9,Grid Instability,18.42,430930.48,2024-09-20
5218,78,Voltage Drop,40.07,72220.77,2024-02-26
5219,72,Voltage Drop,16.33,69119.45,2024-10-01
5220,28,Voltage Drop,46.54,55037.27,2023-06-23
5221,10,Voltage Drop,4.55,240209.82,2023-12-04
5222,85,Overheating,40.93,418086.18,2024-05-25
5223,158,Grid Instability,29.01,106827.9,2023-09-15
5224,155,Grid Instability,33.19,333620.5,2023-09-18
5225,64,Grid Instability,10.82,408072.8,2024-05-11
5226,143,Overheating,37.82,298691.88,2023-02-27
5227,58,Transformer Failure,13.53,350084.58,2024-05-28
5228,80,Overheating,6.19,343140.77,2024-01-19
5229,29,Grid Instability,37.06,496626.31,2023-04-19
5230,57,Grid Instability,35.12,229708.77,2024-05-02
5231,63,Transformer Failure,10.11,88940.34,2024-05-11
5232,14,Transformer Failure,15.22,352425.56,2024-03-15
5233,68,Transformer Failure,23.82,256721.37,2023-07-31
5234,70,Grid Instability,19.5,364568.48,2023-10-20
5235,19,Transformer Failure,44.5,1717.27,2024-10-26
5236,90,Transformer Failure,46.95,161708.78,2024-09-05
5237,19,Transformer Failure,6.04,313202.11,2023-06-26
5238,138,Overheating,45.59,364238.43,2023-07-23
5239,11,Grid Instability,10.53,328926.73,2023-09-06
5240,17,Voltage Drop,30.28,321632.25,2024-04-15
5241,178,Grid Instability,33.38,268860.25,2023-04-04
5242,37,Grid Instability,22.84,190391.52,2023-12-17
5243,6,Overheating,25.89,247000.08,2023-06-19
5244,194,Transformer Failure,8.53,444048.84,2023-05-07
5245,60,Transformer Failure,9.08,79071.61,2024-05-16
5246,20,Overheating,40.88,329820.12,2024-08-21
5247,101,Transformer Failure,28.45,118108.99,2023-08-27
5248,11,Grid Instability,21.57,41752.52,2024-02-24
5249,189,Voltage Drop,35.99,210847.24,2024-08-09
5250,42,Transformer Failure,42.95,213887.63,2024-06-25
5251,121,Transformer Failure,19.46,200150.97,2023-10-17
5252,196,Overheating,11.77,459883.35,2024-06-05
5253,119,Voltage Drop,15.88,341397.68,2024-08-12
5254,26,Grid Instability,40.16,403144.37,2024-06-21
5255,163,Transformer Failure,38.3,285454.62,2023-01-14
5256,37,Overheating,19.29,189961.69,2023-11-11
5257,174,Transformer Failure,43.68,289543.48,2023-10-10
5258,102,Transformer Failure,29.06,72568.05,2024-05-25
5259,131,Transformer Failure,2.22,25224.44,2023-09-15
5260,29,Overheating,11.66,403069.56,2023-09-04
5261,81,Voltage Drop,30.18,348641.51,2023-01-31
5262,144,Voltage Drop,27.38,99800.4,2023-03-27
5263,155,Voltage Drop,6.46,256235.9,2024-02-25
5264,100,Overheating,22.69,132831.19,2023-12-10
5265,124,Overheating,16.81,217985.59,2023-04-03
5266,147,Grid Instability,12.9,329230.97,2023-12-14
5267,69,Voltage Drop,22.24,83057.03,2024-10-21
5268,165,Transformer Failure,1.45,224094.26,2023-11-04
5269,26,Voltage Drop,29.15,136371.12,2024-08-01
5270,49,Grid Instability,13.28,403433.94,2023-02-08
5271,76,Voltage Drop,35.87,64041.94,2024-08-29
5272,104,Grid Instability,3.66,348466.63,2024-06-24
5273,192,Grid Instability,46.08,118898.74,2023-03-10
5274,86,Transformer Failure,16.48,138671.42,2024-06-27
5275,198,Overheating,11.35,418476.97,2023-02-05
5276,164,Grid Instability,40.85,253128.3,2024-10-11
5277,24,Voltage Drop,31.21,3508.14,2023-03-22
5278,175,Grid Instability,40.78,164626.4,2024-04-11
5279,2,Overheating,40.42,300961.3,2024-01-19
5280,197,Grid Instability,21.4,133756.96,2023-02-04
5281,37,Voltage Drop,34.93,344644.99,2023-04-05
5282,164,Voltage Drop,39.93,23194.75,2023-01-16
5283,133,Overheating,34.82,194400.85,2023-05-21
5284,32,Overheating,40.22,113286.42,2024-04-17
5285,163,Overheating,46.75,375114.45,2024-03-20
5286,139,Transformer Failure,22.13,189304.91,2023-09-22
5287,104,Grid Instability,25.32,452435.39,2023-07-15
5288,132,Voltage Drop,4.03,412423.69,2023-05-27
5289,138,Transformer Failure,20.64,34417.33,2023-03-14
5290,76,Grid Instability,14.88,277940.02,2023-10-24
5291,87,Grid Instability,46.07,383107.43,2023-04-12
5292,95,Voltage Drop,27.96,238788.78,2024-11-09
5293,35,Overheating,8.87,152195.95,2023-02-19
5294,24,Grid Instability,34.64,66197.18,2023-04-26
5295,56,Grid Instability,34.52,241220.78,2023-02-10
5296,98,Transformer Failure,3.12,489145.88,2023-09-30
5297,14,Overheating,5.18,433959.12,2023-08-12
5298,69,Grid Instability,1.85,19636.56,2023-10-11
5299,168,Voltage Drop,38.02,112083.04,2024-08-06
5300,149,Transformer Failure,27.78,499061.33,2024-10-02
5301,76,Transformer Failure,3.26,400257.46,2023-08-18
5302,89,Voltage Drop,6.03,315337.19,2023-11-20
5303,8,Grid Instability,35.47,402912.73,2024-07-18
5304,81,Voltage Drop,43.2,259729.17,2023-03-27
5305,18,Overheating,4.13,154258.99,2024-09-21
5306,101,Overheating,3.51,122574.58,2023-10-04
5307,17,Overheating,33.87,323351.59,2023-01-16
5308,128,Voltage Drop,7.22,75164.1,2023-11-01
5309,186,Transformer Failure,9.85,123022.3,2023-01-09
5310,98,Overheating,23.8,477222.3,2024-06-05
5311,114,Transformer Failure,22.36,412150.55,2023-02-22
5312,80,Grid Instability,3.37,492592.04,2023-09-16
5313,84,Voltage Drop,5.14,396170.77,2023-12-27
5314,37,Transformer Failure,46.52,188744.94,2024-10-17
5315,175,Transformer Failure,29.49,461844.67,2023-09-08
5316,124,Transformer Failure,31.86,9291.54,2023-11-18
5317,134,Overheating,8.49,401698.86,2024-05-14
5318,123,Transformer Failure,41.49,253780.93,2023-05-25
5319,182,Overheating,29.18,469896.35,2023-03-03
5320,110,Voltage Drop,10.39,313382.43,2023-11-17
5321,186,Transformer Failure,12.03,49834.82,2023-07-23
5322,185,Voltage Drop,32.5,44402.77,2023-07-22
5323,38,Transformer Failure,29.01,149430.78,2024-10-01
5324,20,Transformer Failure,13.37,409257.65,2023-10-07
5325,48,Voltage Drop,14.47,470849.46,2023-10-17
5326,88,Voltage Drop,34.9,273679.52,2023-09-18
5327,141,Overheating,9.5,450664.28,2024-12-16
5328,23,Transformer Failure,7.28,462752.24,2024-07-03
5329,146,Transformer Failure,47.42,46613.19,2024-11-21
5330,183,Transformer Failure,26.36,146024.76,2023-04-08
5331,33,Transformer Failure,25.27,200025.84,2023-08-02
5332,27,Overheating,4.55,165510.68,2024-03-23
5333,146,Overheating,37.22,7838.48,2023-11-23
5334,98,Transformer Failure,23.38,41070.05,2023-11-23
5335,200,Voltage Drop,20.27,183422.32,2023-08-03
5336,111,Overheating,39.89,243790.51,2023-11-10
5337,171,Transformer Failure,10.98,449330.92,2023-12-17
5338,179,Overheating,32.28,276032,2024-02-11
5339,60,Voltage Drop,16.03,18005.06,2024-08-20
5340,181,Voltage Drop,11.51,210984.96,2024-11-03
5341,195,Voltage Drop,21.59,438479.72,2024-08-12
5342,136,Grid Instability,44.98,243615.99,2023-06-20
5343,94,Overheating,35.98,158031.5,2023-10-25
5344,99,Grid Instability,20.38,176992.78,2023-06-23
5345,41,Transformer Failure,42.23,52245.13,2023-02-02
5346,149,Grid Instability,37.72,496769.47,2023-06-03
5347,49,Overheating,34.41,349950.94,2024-07-12
5348,52,Voltage Drop,9.92,155528.33,2024-10-26
5349,180,Grid Instability,17.61,71486.09,2023-05-13
5350,184,Grid Instability,34.52,186773.96,2023-06-03
5351,169,Overheating,26.03,253323.61,2024-11-14
5352,13,Transformer Failure,28.76,73068.12,2024-04-06
5353,58,Voltage Drop,38.02,74614.45,2024-03-03
5354,49,Transformer Failure,12.75,162200.14,2023-09-15
5355,155,Transformer Failure,17.01,442813.48,2023-03-20
5356,164,Transformer Failure,5.09,407548.7,2023-01-15
5357,65,Voltage Drop,10.92,78287.94,2024-07-26
5358,21,Overheating,16.63,166949.22,2024-12-21
5359,60,Overheating,36.72,144698.77,2023-08-21
5360,72,Voltage Drop,15.52,75771.99,2024-02-09
5361,47,Overheating,46.27,401433.96,2024-12-23
5362,134,Overheating,19.54,488036.96,2024-03-04
5363,38,Voltage Drop,2.09,321987.81,2023-08-23
5364,29,Grid Instability,46.38,496875.8,2024-01-03
5365,75,Overheating,41.95,222553.62,2023-09-15
5366,186,Voltage Drop,32.86,386182.34,2023-05-10
5367,54,Voltage Drop,4.31,111490.57,2024-12-16
5368,52,Overheating,4.08,176634.24,2024-03-20
5369,12,Overheating,34.02,420493.27,2024-02-13
5370,190,Transformer Failure,14.77,392641.9,2024-06-06
5371,48,Transformer Failure,41.54,25574.32,2024-11-01
5372,187,Overheating,39.41,323510.7,2023-12-09
5373,141,Grid Instability,39.23,484154.42,2023-01-12
5374,183,Voltage Drop,36.55,400565.16,2023-04-12
5375,32,Voltage Drop,4.97,134535.9,2023-03-11
5376,8,Voltage Drop,46.88,337535.04,2023-08-10
5377,115,Grid Instability,6.98,208406.09,2024-12-23
5378,79,Transformer Failure,19.51,241778.78,2023-12-30
5379,126,Overheating,39.43,119345.79,2024-11-06
5380,75,Voltage Drop,30.64,257876.51,2023-02-21
5381,36,Grid Instability,8.76,289532.69,2023-04-13
5382,83,Overheating,7.73,264930.58,2023-12-17
5383,93,Grid Instability,4.48,485952.44,2024-07-16
5384,142,Overheating,41.24,465760.05,2024-09-02
5385,191,Overheating,25.52,152476.07,2024-07-13
5386,184,Grid Instability,16.64,69354.87,2024-06-04
5387,90,Voltage Drop,5.04,200642.56,2023-11-16
5388,90,Transformer Failure,4.47,157719.13,2023-12-24
5389,28,Transformer Failure,26.39,422684.34,2024-07-31
5390,66,Transformer Failure,36.4,498091.9,2023-10-25
5391,107,Transformer Failure,20.67,450464.41,2024-10-31
5392,43,Voltage Drop,17.75,354274.71,2024-09-04
5393,128,Overheating,19.46,209663.32,2023-03-19
5394,129,Voltage Drop,8.7,269010.27,2023-01-18
5395,73,Voltage Drop,21.7,416312.8,2024-02-20
5396,42,Overheating,37.77,425090.09,2024-01-09
5397,81,Transformer Failure,13.65,231440.1,2023-05-21
5398,50,Voltage Drop,22.35,351631.26,2023-11-08
5399,85,Overheating,41.91,188644.11,2024-06-03
5400,180,Overheating,29.24,35604.02,2023-09-20
5401,27,Transformer Failure,8.35,483636.92,2023-04-03
5402,155,Grid Instability,20.84,143486.27,2024-01-21
5403,113,Voltage Drop,8.8,341475.69,2023-08-31
5404,184,Voltage Drop,3.83,70198.11,2023-03-23
5405,180,Voltage Drop,16.28,147442.54,2023-07-12
5406,45,Transformer Failure,11.32,399176.12,2023-05-31
5407,72,Transformer Failure,42.03,115790.01,2023-08-27
5408,160,Grid Instability,47.99,98207.89,2024-06-19
5409,126,Voltage Drop,27.76,451261.44,2023-10-18
5410,106,Transformer Failure,38.97,57704.69,2024-10-19
5411,105,Transformer Failure,6.85,268093,2023-02-28
5412,119,Grid Instability,6.87,49892.94,2023-11-06
5413,26,Overheating,10.63,416195.61,2024-03-01
5414,135,Grid Instability,32.16,488604.97,2024-05-21
5415,19,Transformer Failure,14.22,323666.33,2024-07-05
5416,83,Transformer Failure,32.39,95866.66,2023-08-29
5417,192,Grid Instability,13.54,458978.4,2023-06-27
5418,123,Voltage Drop,7.28,399410.29,2024-04-26
5419,194,Voltage Drop,42.14,235187.09,2024-04-04
5420,149,Transformer Failure,34.48,427483.6,2023-05-19
5421,146,Grid Instability,10.78,248403.65,2023-01-15
5422,60,Grid Instability,27.77,12344.48,2023-06-06
5423,114,Voltage Drop,46.15,402804.81,2024-08-30
5424,111,Transformer Failure,8.55,87286.93,2023-09-08
5425,149,Grid Instability,8.47,300212.88,2024-03-16
5426,97,Grid Instability,4.44,198406.61,2024-10-24
5427,187,Grid Instability,4.22,116210.67,2023-12-22
5428,20,Transformer Failure,44.31,149187.84,2024-10-04
5429,85,Transformer Failure,47.56,361452.89,2024-02-17
5430,177,Grid Instability,7.99,320248.96,2023-08-04
5431,191,Voltage Drop,16.72,202316.6,2024-10-01
5432,117,Grid Instability,29.24,485359.17,2023-10-31
5433,59,Transformer Failure,16.13,234470.92,2024-05-16
5434,117,Overheating,9.88,188831.86,2023-07-16
5435,128,Grid Instability,15.32,384633.98,2024-03-15
5436,82,Transformer Failure,28.59,219676.91,2023-02-21
5437,121,Voltage Drop,40.87,210753.44,2024-08-22
5438,94,Grid Instability,26.03,402786.85,2023-02-01
5439,11,Voltage Drop,33.62,274705.3,2023-10-16
5440,182,Voltage Drop,9.35,473885.89,2024-12-05
5441,163,Voltage Drop,1.37,317789.22,2024-09-07
5442,200,Grid Instability,24.51,465791.55,2023-01-24
5443,140,Transformer Failure,39,233961.87,2024-04-28
5444,34,Overheating,11.32,419181.01,2023-09-06
5445,115,Voltage Drop,15.56,33136.47,2023-03-19
5446,187,Transformer Failure,43.43,188177.46,2023-03-21
5447,174,Overheating,17.51,248935.19,2023-08-09
5448,14,Grid Instability,4.07,277679.5,2024-09-12
5449,51,Overheating,6.59,318891.58,2024-09-21
5450,183,Overheating,21.17,37836.79,2024-04-05
5451,144,Overheating,22,24121.06,2024-12-15
5452,43,Grid Instability,28.65,62160.72,2024-11-25
5453,196,Voltage Drop,2.65,173247.29,2023-06-16
5454,163,Voltage Drop,38.99,6379.09,2024-07-02
5455,21,Voltage Drop,26.54,73361.46,2023-07-29
5456,137,Grid Instability,14.01,273546.03,2024-09-06
5457,197,Overheating,24.75,271796.44,2023-06-23
5458,109,Transformer Failure,19.27,434464.15,2023-07-11
5459,57,Transformer Failure,1.38,427763.08,2023-06-29
5460,110,Transformer Failure,8.92,339762.32,2024-09-27
5461,166,Voltage Drop,9.33,48850.01,2024-09-17
5462,189,Voltage Drop,6.13,314807.92,2024-04-16
5463,13,Grid Instability,31.82,4262.68,2024-11-04
5464,72,Grid Instability,38.41,434013.83,2023-04-29
5465,171,Grid Instability,23.3,379947.55,2024-04-18
5466,47,Grid Instability,11.14,37715.61,2024-02-20
5467,22,Transformer Failure,14.59,334327.76,2024-08-03
5468,188,Transformer Failure,29.42,224707.55,2024-11-26
5469,196,Grid Instability,7.98,93075.97,2023-04-14
5470,44,Grid Instability,29.84,355022.17,2023-03-09
5471,169,Overheating,18.16,93794.68,2024-09-26
5472,73,Voltage Drop,16.94,380568.52,2024-04-11
5473,52,Grid Instability,45.05,360296.82,2024-05-16
5474,69,Voltage Drop,42.31,102402.01,2023-03-23
5475,158,Transformer Failure,34.41,66949.88,2024-12-19
5476,65,Grid Instability,31.17,167499.09,2024-09-26
5477,123,Grid Instability,8.66,323917.36,2024-10-16
5478,133,Grid Instability,13.9,328153.33,2024-09-04
5479,144,Transformer Failure,18.27,206814.95,2023-02-06
5480,115,Grid Instability,19.91,393180.27,2023-09-05
5481,198,Grid Instability,39.83,49229.25,2024-02-16
5482,76,Transformer Failure,2.88,304193.88,2023-10-06
5483,140,Grid Instability,21.8,28461.49,2023-03-11
5484,47,Voltage Drop,29.53,452439.19,2024-10-04
5485,154,Grid Instability,31.72,171129.67,2023-11-29
5486,2,Voltage Drop,21.37,295196.39,2024-10-26
5487,166,Transformer Failure,17.37,84944.51,2023-03-24
5488,43,Overheating,47.3,462796.51,2024-05-27
5489,137,Transformer Failure,30.9,72709.53,2023-12-11
5490,64,Voltage Drop,42.88,331435.11,2024-05-28
5491,26,Transformer Failure,45.06,240406.18,2023-07-20
5492,56,Voltage Drop,1.38,383686.5,2024-11-10
5493,93,Voltage Drop,13.85,396170.33,2023-09-14
5494,113,Grid Instability,42.12,422906.47,2024-10-01
5495,116,Overheating,6.87,22366.4,2023-03-08
5496,85,Transformer Failure,11.06,112657.6,2024-11-22
5497,82,Overheating,14.1,150937.33,2023-11-19
5498,132,Grid Instability,20.38,53571.62,2024-09-22
5499,200,Grid Instability,33.66,309235.53,2023-07-28
5500,87,Transformer Failure,33.02,411698.32,2023-08-09
5501,77,Voltage Drop,13.56,441495.65,2024-04-25
5502,187,Grid Instability,18.09,157771.35,2024-09-17
5503,62,Transformer Failure,20.03,90295.74,2024-08-04
5504,143,Overheating,44.28,237246.77,2024-09-25
5505,28,Overheating,6.92,163773.54,2023-06-06
5506,1,Grid Instability,38.6,212029.33,2024-01-20
5507,153,Grid Instability,46.97,185148.44,2024-03-16
5508,37,Voltage Drop,43.29,145994.07,2023-03-05
5509,29,Grid Instability,36.11,223434.39,2023-08-18
5510,153,Transformer Failure,19.69,361751.05,2024-03-06
5511,64,Transformer Failure,44.74,238969.93,2024-10-06
5512,98,Overheating,30.45,490520.32,2023-12-10
5513,90,Transformer Failure,29.75,131112.4,2024-08-08
5514,125,Overheating,35.63,109998.03,2023-04-30
5515,146,Grid Instability,44.08,187062.74,2024-12-31
5516,78,Transformer Failure,33.55,54312.09,2024-01-03
5517,84,Grid Instability,22.61,14394.41,2024-10-21
5518,162,Grid Instability,24.97,92220.94,2024-11-20
5519,113,Transformer Failure,32.86,104693.23,2023-01-03
5520,61,Transformer Failure,32.02,37669.7,2023-12-17
5521,141,Transformer Failure,22.24,132171.36,2024-11-08
5522,54,Transformer Failure,18.79,63964.71,2023-10-12
5523,170,Transformer Failure,30.78,103396.6,2024-02-26
5524,112,Voltage Drop,8.74,251883.26,2024-06-21
5525,10,Transformer Failure,26.16,324732.87,2024-10-22
5526,126,Overheating,27.09,297342.98,2024-08-10
5527,89,Voltage Drop,19.87,293584.15,2024-04-26
5528,175,Voltage Drop,16.82,456447.94,2024-08-31
5529,46,Voltage Drop,44.04,42876.46,2024-03-22
5530,97,Transformer Failure,46.89,86468.94,2024-12-18
5531,104,Overheating,30.97,106002.55,2023-03-17
5532,152,Overheating,20.32,242317.33,2023-10-19
5533,159,Grid Instability,17.35,477728.86,2024-02-17
5534,102,Overheating,32.41,308713.82,2023-04-19
5535,155,Overheating,16.27,60030.07,2023-09-23
5536,35,Grid Instability,8.44,155487.24,2024-10-21
5537,124,Transformer Failure,30.46,59895.01,2024-04-22
5538,150,Voltage Drop,32.44,221981.33,2024-07-27
5539,123,Transformer Failure,39.25,200189.17,2024-03-03
5540,84,Overheating,25.04,36223.97,2024-01-30
5541,10,Overheating,14.02,260418.7,2024-10-20
5542,110,Overheating,1.78,126710.35,2023-01-04
5543,152,Transformer Failure,35.39,452918.95,2023-08-17
5544,113,Voltage Drop,24.7,169057.42,2023-10-10
5545,18,Transformer Failure,11.95,466293.44,2024-11-09
5546,15,Grid Instability,17.21,316940.98,2023-10-14
5547,132,Overheating,10,354085.44,2023-11-20
5548,175,Transformer Failure,2.13,39687.71,2023-11-18
5549,173,Transformer Failure,31.3,285546.39,2024-07-26
5550,13,Voltage Drop,15.54,440261.06,2024-07-11
5551,56,Grid Instability,29.05,310135.22,2024-03-01
5552,97,Transformer Failure,45.87,490534.19,2024-04-13
5553,57,Overheating,42.12,369580.87,2024-03-18
5554,30,Grid Instability,31.93,56121.75,2023-07-01
5555,40,Voltage Drop,17.47,368577.51,2024-09-15
5556,84,Grid Instability,25.9,441252.93,2024-05-30
5557,61,Overheating,6.38,243280.59,2023-12-26
5558,37,Transformer Failure,29.51,387893.24,2024-12-11
5559,73,Grid Instability,17.47,65820.46,2023-09-15
5560,20,Grid Instability,12.31,351330.92,2024-12-30
5561,21,Transformer Failure,30.49,399903.12,2024-12-05
5562,131,Transformer Failure,21.7,495180.64,2023-12-30
5563,34,Grid Instability,28.7,437870.69,2024-09-18
5564,44,Overheating,42.24,200311.41,2023-09-29
5565,182,Overheating,23.69,463711.39,2023-07-28
5566,194,Transformer Failure,44.06,268801.03,2023-09-23
5567,110,Voltage Drop,11.72,253185.15,2024-12-31
5568,103,Grid Instability,5.63,324682.61,2023-07-10
5569,130,Transformer Failure,12.24,45539,2024-08-26
5570,60,Transformer Failure,39.16,372309.58,2024-06-03
5571,184,Transformer Failure,2.47,494256.96,2024-05-09
5572,87,Overheating,6.66,464298.12,2023-11-30
5573,115,Transformer Failure,31.53,29329.36,2024-02-17
5574,17,Grid Instability,41.84,174736.2,2024-11-06
5575,181,Transformer Failure,7.02,109687.95,2024-09-20
5576,131,Grid Instability,18.62,484093.11,2023-07-13
5577,53,Grid Instability,7.94,115890.22,2023-04-11
5578,35,Transformer Failure,21.99,100820.26,2023-09-08
5579,6,Transformer Failure,33.4,340878.28,2023-02-01
