credit_id,plant_id,credits_generated,market_price_usd,transaction_date
7630,184,4959.41,49.94,2023-07-01
7631,77,2812.38,52.74,2023-11-08
7632,110,5653.67,53.33,2024-03-14
7633,76,9415.15,8.83,2023-04-04
7634,48,7009.61,21.74,2024-06-18
7635,116,3126.88,50.85,2023-01-20
7636,118,5799.84,21.4,2024-06-19
7637,89,8464.79,52.78,2024-04-21
7638,167,7143,31.86,2024-08-28
7639,45,5848.02,38.66,2023-01-03
7640,191,8240.27,94.86,2023-05-13
7641,165,6344.14,26.46,2024-08-12
7642,115,4796.35,33.17,2024-01-18
7643,101,9312.7,51.36,2024-12-29
7644,104,1806.26,32.34,2024-01-26
7645,192,7852.64,83.61,2024-05-15
7646,193,8951.24,83.66,2024-06-29
7647,46,6448.61,64.67,2023-01-11
7648,154,1788.06,73.47,2024-09-04
7649,34,1022.11,99.66,2024-04-21
7650,32,8829.68,48.54,2024-05-13
7651,89,7870.27,38.76,2023-12-01
7652,24,302.72,68,2024-01-22
7653,24,8757.86,29.75,2024-02-26
7654,35,926.41,7.58,2024-02-16
7655,146,4645.29,66.1,2024-01-19
7656,49,3479.13,74.57,2024-02-10
7657,37,9179.26,68.34,2023-03-31
7658,62,769.72,11.24,2023-08-15
7659,20,4120.64,78.77,2023-05-08
7660,31,6530.96,87.89,2024-09-14
7661,52,714.7,53.98,2023-01-19
7662,64,652.74,98.57,2024-02-06
7663,19,673.72,79.91,2023-08-20
7664,161,6510.94,26.87,2023-07-04
7665,191,2445.59,61.73,2023-02-28
7666,193,4276.94,97.84,2023-01-25
7667,149,3496.53,21.95,2024-02-21
7668,170,7414.22,35.15,2024-07-30
7669,127,5981.59,87.07,2024-03-17
7670,119,5190.81,21.22,2024-11-24
7671,162,6560.72,32.47,2023-06-11
7672,85,3064.28,15.95,2024-05-30
7673,70,9456.39,36.62,2024-12-13
7674,15,2346.38,30.7,2024-04-26
7675,143,9351.99,22.86,2024-06-20
7676,42,9681.11,6.6,2023-03-09
7677,152,1762.05,8.85,2023-06-17
7678,149,3734.41,48.91,2024-10-11
7679,81,9827.96,32.72,2023-04-27
7680,93,8073.35,37.92,2024-05-21
7681,27,5710.67,35.16,2023-01-05
7682,105,5448.07,69.15,2023-08-20
7683,98,2626.35,14.7,2024-01-07
7684,92,9196.88,17.21,2024-02-13
7685,185,7446.52,17.98,2023-02-04
7686,143,5318.3,32.65,2023-01-18
7687,161,6119.72,29.52,2023-08-16
7688,184,4200.27,46.43,2023-05-04
7689,79,7665.22,58.56,2024-11-26
7690,193,7741.21,37.26,2024-08-04
7691,84,4180.52,57.31,2023-10-14
7692,120,6837.08,84.46,2023-10-01
7693,50,8636.31,43.33,2023-07-09
7694,191,2747.44,95.46,2023-09-16
7695,128,968.9,45.17,2023-10-20
7696,190,2242.47,94.02,2023-06-16
7697,67,9230.18,60.57,2024-04-09
7698,110,3726.52,12.43,2024-02-19
7699,63,6108.46,20.54,2024-10-27
7700,114,5775.8,73.87,2024-12-15
7701,179,9625.23,79.22,2023-07-02
7702,112,8678.78,67.78,2024-06-15
7703,11,5138.87,92.16,2024-02-27
7704,128,9700.11,18.82,2024-03-03
7705,199,9518.72,23.49,2023-06-13
7706,173,4346.56,22.97,2024-03-03
7707,183,3721.66,62.18,2024-04-11
7708,25,1092.23,18.63,2023-08-16
7709,129,8945.14,39.65,2023-03-09
7710,149,3939.34,49.41,2024-06-11
7711,16,6120.54,53.66,2023-06-08
7712,89,9080.52,56.3,2023-05-06
7713,52,9144.46,45.18,2024-03-17
7714,8,7823.54,26.7,2024-01-31
7715,78,3006.91,55.68,2023-08-08
7716,80,8317.85,32.55,2024-07-07
7717,9,7002.31,76.38,2023-06-13
7718,136,772.23,73.79,2024-05-01
7719,96,2096.1,83.08,2024-12-23
7720,46,1092.26,52.26,2024-03-23
7721,176,5668.56,89.46,2024-03-25
7722,11,7838.64,6.07,2023-09-21
7723,110,1760.6,35.89,2023-10-14
7724,96,4405.53,74.45,2023-05-17
7725,78,481.11,17.27,2023-08-08
7726,164,3643.86,55.46,2023-05-04
7727,31,3376.09,98.9,2023-04-29
7728,162,7901.85,81.6,2024-09-12
7729,9,9434.09,85.48,2024-09-11
7730,91,9396.75,7.16,2024-07-10
7731,86,335.03,75.12,2023-05-22
7732,125,4437,12.37,2024-11-13
7733,6,7709.62,40.12,2023-07-30
7734,8,2289.99,64.29,2024-12-22
7735,37,7185.67,14.06,2024-02-19
7736,88,1928.64,80.71,2024-02-24
7737,71,3844.74,84.44,2023-11-30
7738,86,1652.31,39.97,2024-02-13
7739,82,4805.81,66.74,2024-02-02
7740,159,7840.3,48.56,2024-05-10
7741,79,9172.95,55.4,2024-11-02
7742,9,8477.26,74.49,2023-02-15
7743,24,3824.08,74.79,2024-02-17
7744,90,9714.94,65.29,2024-06-30
7745,33,7368.37,63.24,2023-04-18
7746,19,4997.27,35.83,2023-11-27
7747,167,9641.05,32.27,2024-04-20
7748,186,7333.61,36.71,2023-03-10
7749,125,2397.95,93.16,2023-01-29
7750,196,2535.9,96.29,2023-07-15
7751,133,1522.46,56.77,2023-01-25
7752,186,5777.28,88.54,2023-11-26
7753,3,1336.08,69.68,2024-09-11
7754,38,5612.55,88.75,2023-01-18
7755,5,6264.29,74.84,2023-08-24
7756,106,8774.1,89.04,2024-04-26
7757,131,766.19,25.84,2023-12-17
7758,99,2850.94,18.85,2024-03-10
7759,24,8889.76,47.5,2024-04-14
7760,114,3708.23,81.47,2023-03-23
7761,6,6910.32,32.53,2024-04-20
7762,54,5974.94,18.92,2024-04-22
7763,192,6215.89,55.96,2024-05-11
7764,186,545.78,98.49,2024-09-10
7765,177,2245.64,75.01,2023-10-01
7766,148,6166.41,80.97,2023-06-23
7767,4,8159.5,30.75,2024-02-28
7768,198,7511.89,9.66,2023-10-25
7769,22,7732.52,59.97,2023-01-14
7770,83,1970.5,74.55,2024-06-03
7771,1,4084.32,7.08,2024-04-26
7772,60,8155.28,86.16,2023-05-23
7773,69,9086.27,73.26,2024-01-19
7774,131,8261.88,56.29,2024-05-11
7775,55,9569.79,30.74,2024-05-14
7776,38,5945.38,21.13,2023-10-01
7777,14,4110.66,84.56,2023-06-02
7778,6,6045.26,23.17,2023-11-12
7779,156,1861.58,47.2,2024-03-22
7780,193,2859.78,14.62,2024-02-16
7781,46,1601.47,35.34,2024-10-18
7782,119,4121.63,24.28,2023-11-15
7783,156,2477.78,68.78,2024-11-10
7784,135,4790.96,46.71,2024-03-14
7785,160,7068.16,62.19,2024-06-03
7786,39,6453.21,59.89,2024-07-13
7787,59,3900.1,64.76,2024-06-16
7788,6,173.01,6.02,2024-03-02
7789,185,1143.73,66.18,2024-04-27
7790,153,1629.09,58.81,2024-06-13
7791,25,2129.3,71.69,2024-04-26
7792,136,7538.41,81.86,2023-10-19
7793,35,8272.98,40.17,2023-03-23
7794,125,7185.93,59.32,2024-10-11
7795,67,923.34,39.43,2023-10-26
7796,187,556.37,30.39,2024-07-09
7797,138,1287.25,80.71,2023-07-31
7798,183,6325.01,88.82,2023-10-01
7799,71,3505.4,94.19,2023-04-12
7800,47,2921.56,32.4,2024-02-06
7801,153,8933.35,51.12,2024-05-04
7802,24,4353.26,97.55,2024-05-02
7803,20,2932.63,71.48,2024-12-01
7804,134,9840.91,86.35,2023-01-26
7805,169,6901.08,98.73,2024-01-31
7806,35,5945.3,32.88,2024-02-15
7807,12,8539.55,21.85,2023-12-18
7808,116,1154.82,13.59,2024-01-29
7809,176,4870.4,23.93,2024-03-19
7810,67,1240.28,62.6,2024-12-10
7811,161,5540.59,46.67,2024-11-22
7812,6,5635.17,68.24,2023-05-19
7813,99,4132.51,63.49,2024-08-02
7814,8,4096.15,23.92,2023-12-08
7815,33,3395.03,70.05,2024-02-13
7816,97,9152.75,96.23,2024-08-23
7817,97,3180.83,90.43,2024-11-24
7818,169,3202.53,9.19,2024-09-26
7819,28,1791.09,22.46,2024-05-16
7820,199,5846.37,75.23,2024-12-11
7821,35,6485.24,26.94,2023-03-18
7822,163,9017.87,47.98,2023-12-14
7823,177,2540.93,19.71,2023-01-24
7824,51,6639.91,89.3,2023-11-20
7825,40,1117.15,77.34,2023-03-22
7826,62,8113.76,57.81,2024-11-02
7827,93,1934.9,54.29,2024-05-08
7828,132,9708.86,87.27,2023-08-09
7829,163,2873.22,98.8,2023-04-19
7830,198,8382.34,8.17,2023-11-28
7831,117,6725.3,98.42,2023-08-28
7832,114,3053.06,42.9,2023-03-29
7833,101,9327.42,57.19,2023-02-13
7834,88,9450.13,67.56,2024-09-23
7835,42,4548.49,40.37,2024-05-01
7836,130,1696.11,94.71,2024-02-06
7837,62,5580.44,28.43,2023-06-28
7838,82,7950.36,29.16,2023-05-29
7839,157,2028.32,18.72,2023-01-20
7840,33,3336.5,34.68,2024-11-09
7841,180,4868.71,93.04,2023-01-25
7842,148,4694.63,82.97,2023-09-10
7843,60,4499.44,38.92,2023-06-11
7844,133,817.95,89,2023-07-23
7845,143,572.8,71.24,2024-05-22
7846,145,3914.54,38.57,2023-03-15
7847,166,4269.92,72.31,2023-06-02
7848,167,9843.15,79.22,2023-01-27
7849,106,1398.18,43.68,2023-10-18
7850,171,8768.43,73.35,2024-11-13
7851,30,3814.58,33.67,2023-09-28
7852,124,5461.95,62.1,2024-06-09
7853,105,8746.17,13.82,2023-10-07
7854,134,7044.37,20.63,2024-08-30
7855,102,6342.96,68.17,2024-12-17
7856,102,5521.78,30.51,2023-12-29
7857,106,8444.74,97.78,2023-03-02
7858,124,9492.07,57.73,2023-05-09
7859,187,4828.42,10.95,2023-02-25
7860,116,6231.54,47.54,2023-12-05
7861,64,3193.9,56.8,2023-03-30
7862,161,4847.08,37.13,2023-10-12
7863,149,4171,65.8,2023-03-21
7864,113,779.79,66.12,2024-05-22
7865,101,1556.1,63.1,2024-10-18
7866,39,993.99,5.74,2023-01-18
7867,50,2694.67,11.33,2024-04-18
7868,153,4083.76,58.42,2024-04-24
7869,43,6783.88,58.23,2024-04-11
7870,65,2015.85,94.36,2023-01-10
7871,179,3397.31,20.14,2024-02-19
7872,194,343.54,60.3,2023-03-24
7873,123,7619.98,72.14,2024-02-20
7874,49,3570.59,27.28,2024-03-23
7875,138,9186.19,30.3,2024-12-14
7876,105,1215.82,44.27,2024-10-06
7877,20,3254.47,28.13,2024-03-05
7878,100,2982.21,74.75,2024-01-03
7879,7,3394.4,6.52,2023-06-05
7880,198,3250.68,31.24,2024-04-04
7881,77,3950.68,41.91,2024-07-27
7882,189,260.03,64.6,2024-09-23
7883,130,7525.64,82.96,2023-05-09
7884,194,176.02,41.88,2023-01-26
7885,84,3667.17,98.91,2024-03-16
7886,179,634.06,52.27,2024-09-11
7887,108,6904.43,90.08,2023-07-12
7888,135,8256.45,89.36,2024-07-31
7889,47,8467.33,23.3,2024-08-03
7890,10,3325.15,6.67,2024-03-15
7891,186,5323.91,28.73,2024-11-21
7892,167,296.6,99.6,2023-01-04
7893,134,9944.61,63.89,2023-08-21
7894,23,1060.68,31.21,2024-02-24
7895,54,6558.72,38.33,2024-10-08
7896,46,4474.05,70.22,2023-03-12
7897,133,9607.21,83.57,2023-08-19
7898,16,406.59,53.61,2023-11-24
7899,101,6742.59,21.53,2024-03-13
7900,144,8574.92,68.87,2023-06-30
7901,22,5701.74,93.8,2024-09-08
7902,32,6353.25,8.92,2023-10-18
7903,74,5229.71,22.43,2023-11-03
7904,8,7515.97,88.04,2024-06-23
7905,79,6892.32,86.15,2024-11-17
7906,113,971.03,30.04,2024-12-10
7907,78,2356.87,36.2,2023-04-28
7908,50,4196.79,69.08,2024-03-31
7909,41,4688.16,16.08,2024-03-30
7910,13,3911.29,66.54,2024-06-01
7911,18,5687.74,50.36,2023-05-07
7912,68,1944.1,38.14,2024-10-19
7913,25,1308.57,61.94,2024-11-21
7914,42,4969.37,64.32,2024-05-30
7915,78,2706.46,43.85,2024-04-29
7916,24,6773.09,21.53,2024-12-13
7917,97,5363.13,71.36,2024-10-24
7918,184,9657.55,61.13,2024-07-19
7919,167,4046.19,94.42,2023-01-09
7920,110,7825.25,19.07,2024-07-23
7921,126,8781.65,34.91,2023-02-20
7922,19,9005.72,99.34,2024-06-08
7923,39,9888.61,97.92,2024-09-28
7924,161,8829.16,40.74,2024-03-13
7925,128,446.22,47.49,2024-09-30
7926,125,9178.93,9.23,2024-02-07
7927,133,9524.15,44.5,2023-05-20
7928,100,8852.8,73.06,2023-03-03
7929,92,9102.12,35.55,2023-03-28
7930,148,7565.28,84.44,2023-03-10
7931,189,8284.49,11.34,2024-05-14
7932,17,2932.47,30.27,2023-06-17
7933,180,4515.72,68.55,2023-09-04
7934,33,666.82,41.4,2024-09-04
7935,43,8621.8,68.22,2024-02-21
7936,43,4120.8,89.78,2024-01-24
7937,21,2494.33,62.48,2024-08-07
7938,58,7619.94,33.52,2024-10-22
7939,69,5501.26,16.73,2024-09-20
7940,147,3230.17,17.51,2024-07-23
7941,82,5869.65,86.48,2023-05-17
7942,13,4887.71,39.97,2023-10-04
7943,132,6176.55,35.53,2023-06-10
7944,7,3425.23,40,2024-07-17
7945,182,7333.88,84.04,2023-01-29
7946,134,9784.26,17.45,2023-04-20
7947,24,4002.68,51.37,2023-09-27
7948,86,2158.53,46.89,2024-04-06
7949,115,2926.85,46.08,2023-05-06
7950,87,4368.77,47.09,2024-09-11
7951,136,9614.26,39.77,2024-12-28
7952,50,6600.85,97.74,2023-10-11
7953,64,4894.8,42.85,2023-11-04
7954,53,6582.77,91.25,2024-04-07
7955,159,3991.21,46.25,2023-04-11
7956,61,1333.96,58.84,2024-04-30
7957,110,9438.58,35.81,2024-07-07
7958,7,863.36,83.14,2024-07-09
7959,183,3585.44,98.5,2024-04-01
7960,4,2871.26,44.68,2023-01-31
7961,52,9025.47,62.69,2023-03-14
7962,63,733.82,83.68,2023-05-15
7963,20,3671.92,45.22,2023-04-15
7964,113,2673.48,96.39,2023-01-16
7965,19,8985.66,47.02,2023-08-02
7966,25,5232.41,72.82,2023-01-18
7967,13,1378.21,11.85,2024-05-23
7968,188,4986.13,78.83,2023-04-10
7969,49,5323.37,5.34,2024-02-10
7970,80,3651.9,81.46,2023-04-03
7971,184,197.69,67.1,2023-07-30
7972,199,3424.45,6.06,2023-02-07
7973,166,6493.22,59.27,2023-01-25
7974,10,5461.76,27.14,2023-08-08
7975,75,1857.2,30.42,2023-12-29
7976,98,4819.8,77.68,2024-06-27
7977,109,6136.15,61.01,2023-09-05
7978,179,3121.59,82.13,2024-01-14
7979,27,9257,50.71,2023-06-10
7980,24,7613.91,13.89,2023-09-19
7981,196,663.21,67.6,2024-11-02
7982,99,5971.59,65.31,2024-07-11
7983,128,153.12,72.48,2024-07-30
7984,150,5108.23,91.81,2023-08-17
7985,97,9955.04,95.66,2024-07-04
7986,105,7475.48,63.37,2023-08-24
7987,90,2151.52,82.21,2024-07-09
7988,38,3363.54,76.07,2024-03-04
7989,74,6514.2,18.87,2023-02-09
7990,65,2053.65,17.85,2023-12-21
7991,44,2640.6,20.52,2024-12-29
7992,66,6333.53,96.31,2023-02-09
7993,73,4190.19,5.54,2023-10-31
7994,152,744.46,95.63,2023-02-13
7995,183,2622.35,58.7,2024-04-05
7996,149,457.44,89.79,2024-10-31
7997,23,4825.76,26.01,2023-02-26
7998,39,4680.28,57.72,2023-03-18
7999,17,924.29,71.75,2023-02-19
8000,14,9689.26,71.47,2024-04-25
8001,47,5623.56,65.8,2024-09-13
8002,49,2277,31.02,2024-05-20
8003,187,4669.3,18.46,2024-10-22
8004,96,5720.27,24.06,2024-11-26
8005,58,4420.62,74.14,2024-11-10
8006,40,2964.78,8.53,2024-04-20
8007,186,9002.43,31.34,2024-08-26
8008,182,5966.49,66.89,2023-12-18
8009,49,1802.47,68.12,2023-06-27
8010,72,9340.48,78.97,2023-03-03
8011,173,3372.14,73.98,2024-12-15
8012,21,9840.18,47.6,2024-06-03
8013,134,5933.2,26.83,2024-02-16
8014,17,2347.07,20.19,2023-04-03
8015,165,5261.11,15.78,2023-10-14
8016,10,9077.02,70.18,2024-04-11
8017,151,8401.99,45.4,2023-08-10
8018,103,1301.86,67.75,2024-11-12
8019,128,2614.52,48.99,2023-07-03
8020,46,8995.15,29.31,2024-07-01
8021,178,9572.83,19.17,2023-01-12
8022,53,7663.34,58.77,2024-08-07
8023,121,9983.18,5.35,2024-06-15
8024,162,1159.56,51.95,2023-01-06
8025,151,5239.58,62.79,2024-08-04
8026,34,1614.99,22.74,2023-08-04
8027,27,4920.61,79.08,2023-10-23
8028,143,440.58,35.58,2023-04-21
8029,37,5058.65,54.55,2023-09-13
8030,35,8195.61,37.71,2024-04-10
8031,47,2733.08,20.54,2023-08-27
8032,18,3697.87,51.48,2024-09-21
8033,108,9349.84,55.78,2023-08-07
8034,39,4959.2,68.57,2023-07-30
8035,26,9911.51,38.54,2024-06-26
8036,77,436.82,56.01,2023-12-08
8037,133,1104.51,70.37,2023-06-13
8038,74,632.13,28.89,2024-11-12
8039,51,5939.64,19.81,2024-11-19
8040,68,2121.21,5.04,2024-10-31
8041,172,8685.43,78.07,2024-06-20
8042,48,516.82,35.59,2024-07-25
8043,47,170.53,51.9,2023-06-10
8044,90,4100.36,72.4,2024-01-11
8045,80,1576.96,41.78,2023-06-16
8046,192,2235.91,99.99,2024-02-02
8047,147,6125.07,62.86,2023-02-02
8048,188,605.52,69.54,2023-02-04
8049,173,3310.22,54.48,2024-12-18
8050,27,4312.45,42.01,2024-05-09
8051,109,5100.32,61.36,2024-06-21
8052,53,9516.55,70.51,2023-04-11
8053,93,9248.67,36.26,2024-02-11
8054,170,8860.51,84.72,2024-03-24
8055,89,5845.22,79.51,2024-01-08
8056,149,5216.28,55.85,2023-11-02
8057,115,3721.21,37.49,2024-08-02
8058,108,8226.08,53,2024-07-02
8059,187,625.43,30.37,2023-04-13
8060,91,8045.56,24.43,2024-04-02
8061,93,5061.44,75.78,2023-12-28
8062,198,5907.2,7.19,2023-04-27
8063,160,6844.42,42.83,2023-12-27
8064,83,3152.44,20.61,2023-07-31
8065,111,8374.47,71.72,2024-10-26
8066,155,7688.29,76.36,2023-08-18
8067,100,3527.71,54.42,2023-12-29
8068,24,5051.84,96.8,2023-12-23
8069,135,7920.92,74.32,2024-11-29
8070,6,9330.27,50.23,2024-01-07
8071,59,1855.28,7.05,2023-01-18
8072,188,479.54,76.41,2023-01-16
8073,15,6141.48,59.61,2023-07-26
8074,12,6749.04,7.11,2024-12-17
8075,58,9784.52,54.63,2024-07-10
8076,147,8239.29,91.26,2024-12-08
8077,182,2295.68,56.35,2023-07-31
8078,110,2615.31,52.2,2024-06-03
8079,12,9754.97,36.38,2023-08-08
8080,43,7510.86,30.94,2023-10-03
8081,72,9162.17,54.16,2024-09-07
8082,10,8354.76,82.37,2023-12-25
8083,194,3479.23,90.18,2023-01-19
8084,26,8428.17,94.85,2023-02-04
8085,71,6273.25,70.01,2024-01-20
8086,154,5845.14,76.34,2023-11-09
8087,151,2279.21,75.31,2024-11-07
8088,19,4237.68,64.14,2024-12-26
8089,66,8844.08,78.83,2024-09-07
8090,79,7628.89,33.1,2024-03-02
8091,102,8416.4,34.75,2023-07-14
8092,176,3379.9,49.64,2024-06-09
8093,164,435.79,13.62,2023-11-29
8094,137,7953.15,23.91,2023-10-12
8095,83,7639.5,98.44,2024-11-27
8096,101,1994.45,14.81,2023-10-19
8097,79,9851.43,83.04,2024-08-05
8098,199,9255.28,20.18,2024-07-14
8099,150,6971.09,24.66,2024-01-16
8100,59,1139.79,74.71,2023-09-20
8101,48,8822.58,36.28,2024-11-11
8102,157,1101.96,38.93,2023-05-24
8103,107,4334.9,5.65,2023-06-07
8104,72,4180.06,52.26,2023-01-11
8105,44,6796.51,42.19,2024-01-29
8106,125,6060.53,14.64,2024-12-01
8107,177,4097.45,32,2024-08-06
8108,176,332.04,41.94,2024-06-08
8109,68,8184.71,69.26,2024-02-26
8110,195,8964.18,79.12,2024-09-16
8111,21,147.03,87.24,2024-01-30
8112,121,4879.69,14.49,2024-10-28
8113,22,107.3,94.02,2023-06-20
8114,26,7124.88,52.97,2024-10-25
8115,84,4859.78,56.73,2023-08-15
8116,162,7094.98,37.32,2023-01-16
8117,4,2710.06,21.06,2024-02-16
8118,11,3198.2,12.69,2024-05-10
8119,24,2403.01,29.27,2023-11-19
8120,133,8595.14,86.39,2023-10-02
8121,96,2572.83,17.93,2024-05-11
8122,7,3736.48,48.6,2024-11-24
8123,13,7445.43,80.46,2024-09-18
8124,174,8811.1,14.96,2024-09-03
8125,40,8129.86,81.5,2024-10-29
8126,55,7203.21,84.92,2023-05-04
8127,63,2518.21,13.05,2023-07-17
8128,72,289.8,72.99,2024-02-22
8129,136,3534.56,76.16,2024-10-26
8130,16,3942.15,48.08,2024-01-30
8131,40,3575.9,95.96,2024-04-14
8132,55,6789.25,57.85,2024-10-14
8133,11,317.64,88.81,2023-01-02
8134,178,2709.09,32.15,2024-10-11
8135,97,5858.13,40.64,2024-03-05
8136,109,3429.34,89.34,2024-04-10
8137,56,6968.48,94.26,2023-02-01
8138,175,4163.68,98.65,2023-06-28
8139,46,1349.68,14.05,2024-06-08
8140,117,8230.91,99.47,2024-11-18
8141,171,5624.11,39.25,2024-07-31
8142,48,3714.79,17.17,2024-03-07
8143,118,3111.82,11.6,2023-03-15
8144,19,482.38,15.16,2024-10-05
8145,111,3087.59,34.6,2024-03-29
8146,99,7392.09,47.31,2024-10-16
8147,155,8611.48,56.06,2023-05-14
8148,101,6490.94,36.46,2023-07-09
8149,50,6747.24,90.53,2023-12-29
8150,138,8196.78,21.98,2023-10-23
8151,195,848.66,49.6,2023-04-04
8152,42,6437.04,35.78,2023-09-11
8153,153,9113.32,76.15,2023-11-27
8154,150,2261.42,69.17,2023-12-26
8155,84,2636.68,25.51,2023-12-24
8156,23,3518.88,59.85,2023-01-29
8157,79,3297.94,82.49,2023-11-12
8158,119,1551.91,28.08,2024-05-03
8159,143,9071.68,66.02,2023-03-01
8160,78,9806.26,33.77,2023-05-23
8161,9,4851.49,21.52,2023-07-16
8162,109,4087.4,25.52,2024-09-02
8163,59,7495.97,71.32,2024-05-08
8164,171,4075.66,85.95,2023-07-27
8165,177,2046.78,27.08,2023-02-09
8166,53,8245.54,7.28,2023-12-11
8167,18,4125.94,18.31,2024-01-06
8168,93,2012.28,76.5,2023-06-16
8169,195,2921.68,71.96,2023-01-27
8170,144,3896.19,34.01,2023-11-19
8171,53,2426.15,89.97,2023-08-16
8172,129,4958.7,65.84,2024-03-28
8173,35,3784.23,74.23,2023-11-05
8174,144,2712.24,85.54,2023-11-14
8175,94,862.66,85.33,2023-01-14
8176,168,2605.73,43.68,2024-05-05
8177,7,8327.79,15.95,2024-08-23
8178,90,6539.07,36.41,2023-09-30
8179,22,6407.76,85.6,2024-11-21
8180,96,3234.85,49.64,2024-12-21
8181,72,3351.94,9.36,2024-05-04
8182,64,8914.22,27.56,2023-06-22
8183,115,1644.78,88.8,2023-10-31
8184,30,2576.26,20.97,2023-08-08
8185,75,6154.57,37.61,2024-02-29
8186,197,9540.21,99.94,2024-10-13
8187,71,1994.63,55,2023-01-07
8188,56,4594.67,99.01,2024-12-18
8189,161,1253.6,44.26,2023-02-18
8190,195,5591.47,73.26,2023-04-23
8191,107,3201.83,60.84,2024-03-03
8192,65,8707.25,30.81,2024-08-25
8193,35,5290.43,72.2,2023-08-27
8194,183,7351.59,99.07,2023-10-09
8195,53,9114.12,14.66,2024-02-28
8196,124,5770.19,93.68,2023-03-14
8197,81,2593.16,37.54,2024-04-01
8198,101,4241.52,98.28,2023-07-14
8199,79,9878.83,88.57,2023-03-13
8200,162,4863.46,8.55,2024-09-24
8201,40,8994.16,75.23,2023-04-07
8202,17,3907.67,79.13,2024-02-28
8203,117,121.33,29.6,2023-01-01
8204,52,6541.53,23.62,2024-08-22
8205,27,3646.32,72.32,2024-10-11
8206,120,4579.71,6.37,2024-08-25
8207,24,7237.06,82.43,2024-01-29
8208,54,5760.57,54.01,2024-08-23
8209,191,9899.56,73.28,2024-03-15
8210,6,6535.96,92.07,2023-01-21
8211,189,2370.69,85.84,2024-08-30
8212,141,5895.95,91.13,2023-10-30
8213,149,6732.57,77.46,2024-12-24
8214,164,5730.13,40.58,2023-09-06
8215,64,7442.19,74.3,2023-10-17
8216,75,1131.53,15.54,2023-12-12
8217,175,9787.12,71.52,2023-12-25
8218,154,5898.23,86.07,2024-02-22
8219,195,2616.48,19.06,2023-08-31
8220,183,7703.34,74.07,2023-04-02
8221,75,1865.53,71.15,2024-10-31
8222,120,9546.04,43.78,2023-04-12
8223,122,5419.11,16.89,2024-06-09
8224,183,5551.51,89.3,2023-10-06
8225,92,6425.92,89.94,2023-09-01
8226,118,1833.64,72.39,2023-05-01
8227,151,2635.13,8.98,2024-08-05
8228,180,5188.44,30.18,2024-07-04
8229,50,8548.02,24.97,2024-12-30
8230,79,9153.4,16.48,2023-02-12
8231,128,277.13,37.56,2024-07-29
8232,95,8190.48,80.21,2023-11-29
8233,97,8847.64,14.35,2023-03-22
8234,98,6154.08,71.38,2023-01-11
8235,112,8169.06,98.44,2023-09-22
8236,102,3906.23,53.05,2023-02-01
8237,135,9830.9,55.62,2024-11-07
8238,165,8396.52,55.06,2023-12-16
8239,195,4866.47,79.3,2023-06-06
8240,25,5248.24,39.1,2023-06-10
8241,61,8982.8,64.51,2024-08-09
8242,92,8800.93,12.2,2023-03-24
8243,191,4310.43,32.47,2023-03-08
8244,186,8233.2,69.75,2024-09-23
8245,112,2641.39,63.14,2024-02-20
8246,151,3554.26,37.5,2023-01-05
8247,17,3316.96,44.96,2023-02-13
8248,186,3861.7,95,2023-07-03
8249,60,878.9,24.21,2024-04-09
8250,78,5743.77,93.09,2023-04-23
8251,86,7050.16,67.82,2023-11-19
8252,175,2695.07,83.21,2024-10-04
8253,173,8575.42,63.76,2023-03-16
8254,119,9150.4,24.85,2023-11-20
8255,91,8196.51,7.65,2024-09-22
8256,166,6035.33,29.69,2023-06-19
8257,154,4976.31,96.86,2023-11-10
8258,160,9778.93,84.75,2023-04-09
8259,20,5726.23,92.34,2024-10-07
8260,128,8410.42,44.88,2023-08-27
8261,115,6852.25,89.57,2023-04-29
8262,14,4241.05,40.67,2023-03-26
8263,108,4457.13,35.98,2024-02-21
8264,55,3760.77,20.46,2023-05-27
8265,60,5009.95,26.84,2024-04-06
8266,165,8262.67,7.3,2024-04-14
8267,123,179.92,42.2,2023-07-11
8268,132,3302.72,9.67,2023-10-30
8269,36,5306.34,9.16,2024-10-02
8270,172,8864.75,91.64,2024-08-06
8271,44,405.29,59.73,2024-11-18
8272,6,964.17,45.49,2024-12-07
8273,100,6408.4,49.55,2023-09-29
8274,39,3123.65,89.55,2023-06-13
8275,9,2151.13,40.43,2024-08-24
8276,174,120.61,29.01,2024-02-22
8277,48,3964.99,36.54,2023-03-25
8278,52,6186.23,28.62,2023-04-08
8279,171,4604,94.34,2023-02-23
8280,80,3922.7,29.69,2024-07-02
8281,101,2389.15,13.7,2023-10-25
8282,155,1363.06,93.84,2024-09-28
8283,61,726.79,23.42,2024-01-21
8284,55,9980.83,38.11,2024-06-05
8285,134,2633.08,62.98,2023-02-02
8286,109,9926.23,20.95,2024-10-02
8287,133,7673.24,85.89,2024-04-30
8288,2,4071.74,66.39,2023-07-09
8289,30,454.54,39.57,2024-06-02
8290,71,9120.25,57.32,2023-07-25
8291,4,3167.45,74.18,2024-03-22
8292,133,3735.32,65.59,2023-01-27
8293,166,9082.44,28.56,2023-07-08
8294,72,4159.85,99.71,2023-02-12
8295,157,4908.97,69.54,2024-10-02
8296,123,4479.03,21.94,2023-09-11
8297,161,3810.39,23.41,2023-02-13
8298,58,1585.78,44.16,2024-07-18
